DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEAD_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SAFE_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,VZ,YEAR,MONTH,DAY_OF_WEEK,NBR_VZ_INITIATIVES,EPSILON,SAMPLES
2014-04-08,7:20,,,40.5851653,-73.9564056,"(40.5851653, -73.9564056)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2944226,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,4,1,1,0.1,10
2018-02-02,13:00,,,40.711823,-73.83612,"(40.711823, -73.83612)",UNION TURNPIKE                  ,PARK LANE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,3839487,PICK-UP TRUCK,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2,4,0,0.1,10
2014-04-08,12:20,,,40.80634620000001,-73.9331715,"(40.8063462, -73.9331715)",,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,2865254,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,1,0,0.1,10
2014-04-08,14:30,QUEENS,11414.0,40.6607052,-73.8412833,"(40.6607052, -73.8412833)",158 AVENUE                      ,92 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,317831,UNKNOWN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,1,0,0.1,10
2016-01-28,9:25,BROOKLYN,11206.0,40.7013019,-73.93672719999998,"(40.7013019, -73.9367272)",BUSHWICK AVENUE                 ,MONTIETH STREET                 ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,3379153,OTHER,OTHER,OTHER,,,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,2016,1,3,4,0.1,10
2015-05-22,19:33,BROOKLYN,11232.0,40.6555198,-74.0064368,"(40.6555198, -74.0064368)",3 AVENUE                        ,36 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3226165,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,5,4,0,0.1,10
2012-12-10,18:15,BRONX,10474.0,40.822533,-73.8850856,"(40.822533, -73.8850856)",BRUCKNER BOULEVARD              ,EDGEWATER ROAD                  ,,3,0,0,0,0,0,3,0,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,,76840,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,0,0,0.1,10
2013-12-10,20:00,BROOKLYN,11205.0,40.699191600000006,-73.95518320000002,"(40.6991916, -73.9551832)",WALWORTH STREET                 ,FLUSHING AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,182191,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,UNKNOWN,VAN,,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2013,12,1,4,0.1,10
2017-09-07,18:35,,,40.837452,-73.87378000000002,"(40.837452, -73.87378)",,,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Unspecified,Unspecified,,3745725,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,9,3,1,0.1,10
2014-04-08,23:00,BRONX,10463.0,40.8731394,-73.90571329999999,"(40.8731394, -73.9057133)",WEST KINGSBRIDGE ROAD           ,BAILEY AVENUE                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,317630,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2014,4,1,3,0.1,10
2014-04-08,4:47,BROOKLYN,11236.0,40.6417288,-73.9076365,"(40.6417288, -73.9076365)",REMSEN AVENUE                   ,GLENWOOD ROAD                   ,,1,1,0,0,0,0,1,1,Alcohol Involvement,Traffic Control Disregarded,Unspecified,Unspecified,,317135,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,1,0,0.1,10
2017-06-22,11:21,,,40.89466,-73.86137,"(40.89466, -73.86137)",BRONX BOULEVARD                 ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3696899,SPORT UTILITY / STATION WAGON,BICYCLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017,6,3,1,0.1,10
2015-07-27,9:00,MANHATTAN,10036.0,40.76030120000001,-73.99498249999998,"(40.7603012, -73.9949825)",10 AVENUE                       ,WEST 43 STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Prescription Medication,Unspecified,,3266146,TAXI,UNKNOWN,TAXI,LIVERY VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,7,0,1,0.1,10
2016-04-03,4:00,BROOKLYN,11204.0,40.6197385,-73.9895683,"(40.6197385, -73.9895683)",64 STREET                       ,18 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3415264,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2016,4,6,2,0.1,10
2018-03-09,15:30,QUEENS,11101.0,40.739674,-73.934586,"(40.739674, -73.934586)",VANDAM STREET                   ,HUNTERS POINT AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3859834,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,3,4,0,0.1,10
2014-02-17,23:00,MANHATTAN,10016.0,40.74700900000001,-73.9771875,"(40.747009, -73.9771875)",EAST 36 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,37449,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2014,2,0,3,0.1,10
2017-11-17,16:50,,,40.789383,-73.782326,"(40.789383, -73.782326)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3792327,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,11,4,0,0.1,10
2012-09-08,13:35,BROOKLYN,11203.0,40.6539224,-73.9286632,"(40.6539224, -73.9286632)",LINDEN BOULEVARD                ,EAST 52 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,135715,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2012,9,5,3,0.1,10
2018-04-12,15:00,,,40.667236,-73.770004,"(40.667236, -73.770004)",BELT PARKWAY                    ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,Unspecified,,,3879922,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,4,3,0,0.1,10
2015-05-16,2:53,BROOKLYN,11207.0,40.6685071,-73.8950153,"(40.6685071, -73.8950153)",,,F/O 366 PENNSYLVANIA AVENUE             ,1,0,0,0,0,0,1,0,Outside Car Distraction,Unspecified,Unspecified,,,3222482,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,2015,5,5,5,0.1,10
2017-07-03,23:07,,,40.680855,-74.00305,"(40.680855, -74.00305)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Obstruction/Debris,Unspecified,,,3704622,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,7,0,0,0.1,10
2013-03-16,21:50,MANHATTAN,10035.0,40.8057295,-73.93854240000002,"(40.8057295, -73.9385424)",EAST 126 STREET                 ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,60654,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,3,5,2,0.1,10
2018-02-06,0:20,QUEENS,11419.0,40.6866,-73.82983,"(40.6866, -73.82983)",,,113-11    103 AVENUE                    ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unsafe Speed,Other Vehicular,,3842905,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2018,2,1,1,0.1,10
2016-06-25,21:00,QUEENS,11101.0,40.7543864,-73.92052109999999,"(40.7543864, -73.9205211)",35 AVENUE                       ,42 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3468441,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,6,5,1,0.1,10
2017-11-05,19:30,BROOKLYN,11221.0,40.697147,-73.93365,"(40.697147, -73.93365)",,,1158      MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,,,3783860,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2017,11,6,4,0.1,10
2018-03-17,11:30,,,40.840836,-73.87258,"(40.840836, -73.87258)",BRONX RIVER PARKWAY             ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3864250,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2018,3,5,2,0.1,10
2017-05-23,19:05,QUEENS,11372.0,40.753536,-73.8869,"(40.753536, -73.8869)",34 AVENUE                       ,80 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3676961,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2017,5,1,5,0.1,10
2014-03-29,4:04,BROOKLYN,11226.0,40.6451307,-73.94896379999999,"(40.6451307, -73.9489638)",NOSTRAND AVENUE                 ,BEVERLEY ROAD                   ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,312637,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2014,3,5,4,0.1,10
2014-04-06,13:28,BRONX,10469.0,40.8747045,-73.85802779999999,"(40.8747045, -73.8580278)",EAST GUNHILL ROAD               ,PAULDING AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,316532,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,4,6,3,0.1,10
2013-01-01,5:24,BROOKLYN,11203.0,40.6582963,-73.93108409999998,"(40.6582963, -73.9310841)",UTICA AVENUE                    ,WINTHROP STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,153380,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,2013,1,1,7,0.1,10
2013-11-04,19:20,BROOKLYN,11230.0,40.63149420000001,-73.9718517,"(40.6314942, -73.9718517)",OCEAN PARKWAY                   ,NEWKIRK AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,151336,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2013,11,0,4,0.1,10
2014-02-28,20:30,,,40.5846,-73.91601920000002,"(40.5846, -73.9160192)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,2944211,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,2,4,1,0.1,10
2017-11-29,18:55,,,40.81322,-73.897835,"(40.81322, -73.897835)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3799706,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,11,2,0,0.1,10
2017-12-01,8:48,BROOKLYN,11203.0,40.644974,-73.92099,"(40.644974, -73.92099)",EAST 59 STREET                  ,CLARENDON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3801939,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2017,12,4,2,0.1,10
2017-05-05,0:05,MANHATTAN,10036.0,40.759243,-73.9847,"(40.759243, -73.9847)",,,6         TIMES SQUARE                  ,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3665179,TAXI,SPORT UTILITY / STATION WAGON,TAXI,,,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,2017,5,4,6,0.1,10
2014-04-06,21:26,,,40.7563684,-73.9601105,"(40.7563684, -73.9601105)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,2841063,TAXI,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,6,0,0.1,10
2016-08-15,6:15,,,40.710537,-73.83766,"(40.710537, -73.83766)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3501917,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,8,0,0,0.1,10
2014-04-06,2:30,BROOKLYN,11221.0,40.6919494,-73.9398228,"(40.6919494, -73.9398228)",GARVEY BOULEVARD                ,KOSCIUSZKO STREET               ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,316658,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,2014,4,6,6,0.1,10
2013-11-10,5:00,BROOKLYN,11210.0,40.63231210000001,-73.9370159,"(40.6323121, -73.9370159)",ALBANY AVENUE                   ,AVENUE H                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,128932,BUS,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,6,0,0.1,10
2014-04-08,20:12,STATEN ISLAND,10304.0,40.6172954,-74.08047909999998,"(40.6172954, -74.0804791)",PARK HILL AVENUE                ,OSGOOD AVENUE                   ,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,317921,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,4,1,1,0.1,10
2012-07-21,2:45,BROOKLYN,11221.0,40.690566,-73.9453483,"(40.690566, -73.9453483)",TOMPKINS AVENUE                 ,LAFAYETTE AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,179537,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2012,7,5,4,0.1,10
2016-10-23,8:10,BRONX,10462.0,40.8531139,-73.8689543,"(40.8531139, -73.8689543)",,,2084      BRONX PARK EAST               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3545644,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,10,6,0,0.1,10
2017-08-25,16:10,,,40.745743,-73.73505,"(40.745743, -73.73505)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3737379,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,8,4,0,0.1,10
2017-04-08,2:00,BROOKLYN,11207.0,40.675697,-73.897354,"(40.675697, -73.897354)",,,2628      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3648523,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2017,4,5,5,0.1,10
2017-05-29,14:00,,,40.743164,-73.77733,"(40.743164, -73.77733)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3680296,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,5,0,0,0.1,10
2017-12-27,18:50,,,40.7466,-73.76503000000002,"(40.7466, -73.76503)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3817872,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,2,0,0.1,10
2014-04-05,18:25,,,40.7254507,-73.8377671,"(40.7254507, -73.8377671)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3090683,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,5,0,0.1,10
2017-06-14,12:20,QUEENS,11369.0,40.76862,-73.871574,"(40.76862, -73.871574)",23 AVENUE                       ,99 STREET,,0,0,0,0,0,0,0,0,Illness,Unspecified,Unspecified,Unspecified,,3690982,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2017,6,2,2,0.1,10
2012-12-18,0:25,MANHATTAN,10119.0,40.76052470000001,-73.9799732,"(40.7605247, -73.9799732)",6 AVENUE                        ,WEST 51 STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,39713,TAXI,TAXI,LARGE COM VEH(6 OR MORE TIRES),,,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2012,12,1,5,0.1,10
2012-12-15,13:00,,,40.6654728,-73.83134629999998,"(40.6654728, -73.8313463)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3023519,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,VAN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,5,0,0.1,10
2016-06-19,5:30,BROOKLYN,11210.0,40.6385488,-73.9492319,"(40.6385488, -73.9492319)",EAST 29 STREET                  ,FOSTER AVENUE                   ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3465931,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2016,6,6,3,0.1,10
2017-09-14,13:45,,,40.738987,-73.81322,"(40.738987, -73.81322)",HORACE HARDING EXPRESSWAY       ,155 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,3750474,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,9,3,0,0.1,10
2013-12-03,8:15,,,40.7710377,-73.8341189,"(40.7710377, -73.8341189)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,,3056830,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12,1,0,0.1,10
2015-03-08,3:30,BROOKLYN,11233.0,40.6707153,-73.91695820000002,"(40.6707153, -73.9169582)",STERLING PLACE                  ,EASTERN PARKWAY                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3184425,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,2015,3,6,6,0.1,10
2018-03-31,17:00,,,40.607685,-74.13892,"(40.607685, -74.13892)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3874206,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,3,5,0,0.1,10
2014-02-16,13:15,MANHATTAN,10017.0,40.7504936,-73.9717112,"(40.7504936, -73.9717112)",EAST 43 STREET                  ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,37440,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,,,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2014,2,6,4,0.1,10
2014-03-14,18:30,MANHATTAN,10019.0,40.7707422,-73.9945485,"(40.7707422, -73.9945485)",WEST SIDE HIGHWAY               ,WEST 56 STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,304643,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,4,0,0.1,10
2014-04-04,16:43,QUEENS,11103.0,40.769919,-73.9167696,"(40.769919, -73.9167696)",HOYT AVENUE SOUTH               ,33 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,315862,UNKNOWN,PASSENGER VEHICLE,UNKNOWN,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2014,4,4,2,0.1,10
2018-01-26,16:49,,,40.877117,-73.87023,"(40.877117, -73.87023)",BRONX RIVER PARKWAY RAMP        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3840921,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1,4,0,0.1,10
2014-04-04,18:19,MANHATTAN,10001.0,40.7544905,-74.0067388,"(40.7544905, -74.0067388)",WEST 30 STREET                  ,WEST SIDE HIGHWAY               ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,,314965,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,4,4,1,0.1,10
2014-04-04,20:55,BROOKLYN,11213.0,40.6702792,-73.92541209999997,"(40.6702792, -73.9254121)",SAINT JOHNS PLACE               ,BUFFALO AVENUE                  ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,315720,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2014,4,4,2,0.1,10
2014-04-04,5:15,,,40.7340278,-73.8440681,"(40.7340278, -73.8440681)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3066171,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,4,0,0.1,10
2017-09-06,12:00,,,40.620197,-73.95537,"(40.620197, -73.95537)",OCEAN AVENUE                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,3744706,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2017,9,2,1,0.1,10
2014-03-31,9:52,QUEENS,11434.0,40.6664931,-73.76534840000002,"(40.6664931, -73.7653484)",SOUTH CONDUIT AVENUE            ,179 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,313235,UNKNOWN,UNKNOWN,UNKNOWN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,0,0,0.1,10
