DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEAD_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SAFE_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,VZ,YEAR,MONTH,DAY_OF_WEEK,NBR_VZ_INITIATIVES,EPSILON,SAMPLES
2013-12-17,12:50,STATEN ISLAND,10306.0,40.5887406,-74.1020798,"(40.5887406, -74.1020798)",RICHMOND ROAD                   ,DONGAN HILLS AVENUE             ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,300449,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,12,1,1,0.4,40
2016-02-27,6:00,STATEN ISLAND,10304.0,40.6301093,-74.0786428,"(40.6301093, -74.0786428)",VANDUZER STREET                 ,SAND STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3396980,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2016,2,5,2,0.4,40
2012-09-01,20:30,,,40.6210331,-74.1689313,"(40.6210331, -74.1689313)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3121608,UNKNOWN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,5,0,0.4,40
2017-08-10,20:12,,,40.872143,-73.81869499999998,"(40.872143, -73.818695)",,,,4,0,0,0,0,0,4,0,Following Too Closely,Following Too Closely,Following Too Closely,Reaction to Other Uninvolved Vehicle,,3730282,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,8,3,0,0.4,40
2016-04-02,15:35,QUEENS,11004.0,40.7531815,-73.7222651,"(40.7531815, -73.7222651)",                                ,                                ,69-15 LITTLE NECK PARKWAY               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3423933,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,4,5,0,0.4,40
2016-10-15,22:10,,,40.70085870000001,-73.8683652,"(40.7008587, -73.8683652)",,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3541302,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,10,5,1,0.4,40
2017-12-02,5:55,STATEN ISLAND,10301.0,40.642113,-74.07821,"(40.642113, -74.07821)",SAINT MARKS PLACE               ,FORT PLACE,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,Unspecified,,,3802091,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2017,12,5,2,0.4,40
2018-04-28,13:15,,,40.798256,-73.82744,"(40.798256, -73.82744)",BRONX WHITESTONE BRIDGE         ,,,1,0,0,0,0,0,1,0,Following Too Closely,Alcohol Involvement,Unspecified,,,3890683,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,4,5,0,0.4,40
2018-04-28,18:45,,,40.604153,-74.05198,"(40.604153, -74.05198)",VERRAZANO BRIDGE UPPER          ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3890803,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2018,4,5,1,0.4,40
2018-02-14,17:45,QUEENS,11001.0,40.736347,-73.70895,"(40.736347, -73.70895)",,,84-40     259 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3846116,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2,2,0,0.4,40
2016-09-15,16:09,,,40.8998939,-73.89551829999998,"(40.8998939, -73.8955183)",,,,0,0,0,0,0,0,0,0,Glare,Reaction to Other Uninvolved Vehicle,Glare,Reaction to Other Uninvolved Vehicle,,3520570,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,9,3,0,0.4,40
2017-05-05,16:30,BROOKLYN,11229.0,40.598267,-73.93369,"(40.598267, -73.93369)",,,2251      KNAPP STREET                  ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3664932,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2017,5,4,1,0.4,40
2016-02-15,8:20,STATEN ISLAND,10310.0,40.6342588,-74.1206395,"(40.6342588, -74.1206395)",CASTLETON AVENUE                ,ELIZABETH STREET                ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,3389845,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2016,2,0,2,0.4,40
2013-09-16,20:29,QUEENS,11378.0,40.7242811,-73.8984378,"(40.7242811, -73.8984378)",GRAND AVENUE                    ,HAMILTON PLACE                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,217636,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2013,9,0,3,0.5,40
2015-12-17,6:30,STATEN ISLAND,10301.0,40.6083331,-74.101854,"(40.6083331, -74.101854)",MILFORD DRIVE                   ,WITTEMAN PLACE                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3355228,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,12,3,0,0.5,40
2016-05-28,20:00,STATEN ISLAND,10312.0,40.55599820000001,-74.17094820000001,"(40.5559982, -74.1709482)",WAINWRIGHT AVENUE               ,PERKIOMEN AVENUE                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3454888,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,5,5,0,0.5,40
2013-03-16,23:50,QUEENS,11356.0,40.7843479,-73.84486690000001,"(40.7843479, -73.8448669)",15 AVENUE                       ,123 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,249465,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,5,0,0.5,40
2017-07-06,17:30,STATEN ISLAND,10310.0,40.63239,-74.11917,"(40.63239, -74.11917)",CAROLINE STREET                 ,CARY AVENUE,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,,,,3711120,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,7,3,1,0.5,40
2017-10-02,16:30,QUEENS,11422.0,40.636787,-73.74056999999998,"(40.636787, -73.74057)",ROCKAWAY BOULEVARD              ,1 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3762125,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,0,0,0.5,40
2017-12-22,16:10,,,40.60426,-73.75286,"(40.60426, -73.75286)",MOTT AVENUE                     ,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3814983,PASSENGER VEHICLE,BU,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,4,0,0.5,40
2015-03-09,11:45,BRONX,10471.0,40.9025116,-73.89755770000002,"(40.9025116, -73.8975577)",WEST 255 STREET                 ,POST ROAD                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3183695,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,3,0,1,0.5,40
2017-05-03,1:33,QUEENS,11363.0,40.76895,-73.74024,"(40.76895, -73.74024)",248 STREET                      ,43 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,3662246,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,5,2,0,0.5,40
2013-12-24,13:00,STATEN ISLAND,10312.0,40.545354,-74.17809559999998,"(40.545354, -74.1780956)",ARDEN AVENUE                    ,DETROIT AVENUE                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,303796,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12,1,0,0.5,40
2015-12-03,9:00,STATEN ISLAND,10306.0,40.5663109,-74.1285719,"(40.5663109, -74.1285719)",AMBOY ROAD                      ,THOMAS STREET                   ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3346404,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,12,3,0,0.5,40
2015-10-10,11:10,QUEENS,11693.0,40.5874439,-73.81215759999998,"(40.5874439, -73.8121576)",BEACH 87 STREET                 ,ROCKAWAY BEACH BOULEVARD        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3312647,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,OTHER,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,10,5,1,0.5,40
2018-04-28,13:15,,,40.798256,-73.82744,"(40.798256, -73.82744)",BRONX WHITESTONE BRIDGE         ,,,1,0,0,0,0,0,1,0,Following Too Closely,Alcohol Involvement,Unspecified,,,3890683,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,4,5,0,0.5,40
2018-04-28,18:45,,,40.604153,-74.05198,"(40.604153, -74.05198)",VERRAZANO BRIDGE UPPER          ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3890803,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2018,4,5,1,0.5,40
2013-11-21,11:30,,,40.7253923,-73.8966068,"(40.7253923, -73.8966068)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3003956,LARGE COM VEH(6 OR MORE TIRES),SMALL COM VEH(4 TIRES) ,VAN,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,11,3,1,0.6,40
2017-01-28,8:40,BRONX,10471.0,40.904324,-73.89835,"(40.904324, -73.89835)",,,5660      SYLVAN AVENUE                 ,1,0,0,0,0,0,2,0,Driverless/Runaway Vehicle,Unspecified,Unspecified,,,3606053,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,1,5,0,0.6,40
2015-12-17,6:30,STATEN ISLAND,10301.0,40.6083331,-74.101854,"(40.6083331, -74.101854)",MILFORD DRIVE                   ,WITTEMAN PLACE                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3355228,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,12,3,0,0.6,40
2017-12-05,17:50,STATEN ISLAND,10312.0,40.55308,-74.17098,"(40.55308, -74.17098)",,,71        SCRANTON AVENUE               ,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3803523,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,1,0,0.6,40
2017-07-06,17:30,STATEN ISLAND,10310.0,40.63239,-74.11917,"(40.63239, -74.11917)",CAROLINE STREET                 ,CARY AVENUE,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,,,,3711120,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,7,3,1,0.6,40
2017-10-02,16:30,QUEENS,11422.0,40.636787,-73.74056999999998,"(40.636787, -73.74057)",ROCKAWAY BOULEVARD              ,1 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3762125,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,0,0,0.6,40
2014-02-02,23:00,QUEENS,11691.0,40.6021943,-73.75522459999998,"(40.6021943, -73.7552246)",CORNAGA AVENUE                  ,BEACH 22 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,203569,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,6,0,0.6,40
2015-10-10,11:10,QUEENS,11693.0,40.5874439,-73.81215759999998,"(40.5874439, -73.8121576)",BEACH 87 STREET                 ,ROCKAWAY BEACH BOULEVARD        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3312647,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,OTHER,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,10,5,1,0.6,40
2016-01-30,12:11,STATEN ISLAND,10308.0,40.5397999,-74.14812540000001,"(40.5397999, -74.1481254)",HYLAN BOULEVARD                 ,OSBORN AVENUE                   ,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3380530,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2016,1,5,2,0.6,40
2013-11-21,11:30,,,40.7253923,-73.8966068,"(40.7253923, -73.8966068)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3003956,LARGE COM VEH(6 OR MORE TIRES),SMALL COM VEH(4 TIRES) ,VAN,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,11,3,1,0.7,40
2013-11-12,8:45,STATEN ISLAND,10314.0,40.6018594,-74.1177757,"(40.6018594, -74.1177757)",OCEAN TERRACE                   ,LAGUARDIA AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,300076,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,1,0,0.7,40
2017-10-02,16:30,QUEENS,11422.0,40.636787,-73.74056999999998,"(40.636787, -73.74057)",ROCKAWAY BOULEVARD              ,1 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3762125,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,0,0,0.7,40
2014-02-02,23:00,QUEENS,11691.0,40.6021943,-73.75522459999998,"(40.6021943, -73.7552246)",CORNAGA AVENUE                  ,BEACH 22 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,203569,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,6,0,0.7,40
2013-08-18,21:00,QUEENS,11693.0,40.5867782,-73.8146437,"(40.5867782, -73.8146437)",BEACH 91 STREET                 ,ROCKAWAY BEACH BOULEVARD        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,201859,UNKNOWN,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,8,6,1,0.7,40
2015-05-30,19:50,STATEN ISLAND,10312.0,40.5564274,-74.1977273,"(40.5564274, -74.1977273)",DOVER GREEN                     ,CHESTNUT CIRCLE                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3231343,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,5,5,0,0.7,40
2013-06-12,20:29,STATEN ISLAND,10307.0,40.510817,-74.24198100000002,"(40.510817, -74.241981)",AMBOY ROAD                      ,WOOD AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,302836,OTHER,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,2,0,0.7,40
2012-09-04,13:30,STATEN ISLAND,10314.0,40.5905697,-74.1630218,"(40.5905697, -74.1630218)",SHILOH STREET                   ,RADFORD STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,294026,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,9,1,1,0.7,40
2013-11-21,11:30,,,40.7253923,-73.8966068,"(40.7253923, -73.8966068)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3003956,LARGE COM VEH(6 OR MORE TIRES),SMALL COM VEH(4 TIRES) ,VAN,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,11,3,1,0.8,40
2013-02-21,13:30,STATEN ISLAND,10314.0,40.5987156,-74.1239926,"(40.5987156, -74.1239926)",BRIELLE AVENUE                  ,MELBA STREET                    ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,296715,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,3,0,0.8,40
2017-10-02,16:30,QUEENS,11422.0,40.636787,-73.74056999999998,"(40.636787, -73.74057)",ROCKAWAY BOULEVARD              ,1 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3762125,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,0,0,0.8,40
2013-03-03,16:50,QUEENS,11691.0,40.6008524,-73.75793399999998,"(40.6008524, -73.757934)",GRASSMERE TERRACE               ,OCEANCREST BOULEVARD            ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Driver Inexperience,202781,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,6,0,0.8,40
2013-07-20,17:00,QUEENS,11693.0,40.5870601,-73.81587420000002,"(40.5870601, -73.8158742)",BEACH 92 STREET                 ,DESOTA ROAD                     ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,201794,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,5,0,0.8,40
2017-11-23,21:20,STATEN ISLAND,10309.0,40.54588,-74.21535,"(40.54588, -74.21535)",,,5         NORTH EDO COURT               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3796498,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,11,3,0,0.8,40
2013-06-12,20:29,STATEN ISLAND,10307.0,40.510817,-74.24198100000002,"(40.510817, -74.241981)",AMBOY ROAD                      ,WOOD AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,302836,OTHER,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,2,0,0.8,40
2018-01-22,1:20,,,40.59000800000001,-74.162025,"(40.590008, -74.162025)",,,86        SHILOH STREET                 ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3832425,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2018,1,0,1,0.8,40
2013-11-21,11:30,,,40.7253923,-73.8966068,"(40.7253923, -73.8966068)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3003956,LARGE COM VEH(6 OR MORE TIRES),SMALL COM VEH(4 TIRES) ,VAN,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,11,3,1,0.9,40
2016-11-18,16:11,STATEN ISLAND,10314.0,40.5944538,-74.12567709999998,"(40.5944538, -74.1256771)",,,1466      MANOR ROAD                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3563134,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,11,4,0,0.9,40
2017-10-02,16:30,QUEENS,11422.0,40.636787,-73.74056999999998,"(40.636787, -73.74057)",ROCKAWAY BOULEVARD              ,1 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3762125,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,0,0,0.9,40
2015-09-09,17:17,QUEENS,11693.0,40.5867024,-73.8170309,"(40.5867024, -73.8170309)",ROCKAWAY FREEWAY                ,BEACH 94 STREET                 ,,2,0,0,0,0,0,2,0,Physical Disability,Physical Disability,Unspecified,,,3294064,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,9,2,0,0.9,40
2015-08-26,21:45,STATEN ISLAND,10307.0,40.5129824,-74.2381731,"(40.5129824, -74.2381731)",AMBOY ROAD                      ,NASHVILLE STREET                ,,2,0,0,0,0,0,2,0,Driver Inexperience,Failure to Yield Right-of-Way,Unspecified,,,3285680,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,8,2,0,0.9,40
2014-07-28,14:30,QUEENS,11691.0,40.60113870000001,-73.75966509999998,"(40.6011387, -73.7596651)",FAR ROCKAWAY BOULEVARD          ,OCEAN CREST BOULEVARD           ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,999967,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,7,0,0,0.9,40
2013-11-21,11:30,,,40.7253923,-73.8966068,"(40.7253923, -73.8966068)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3003956,LARGE COM VEH(6 OR MORE TIRES),SMALL COM VEH(4 TIRES) ,VAN,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,11,3,1,1.0,40
2016-11-18,16:11,STATEN ISLAND,10314.0,40.5944538,-74.12567709999998,"(40.5944538, -74.1256771)",,,1466      MANOR ROAD                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3563134,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,11,4,0,1.0,40
2017-10-02,16:30,QUEENS,11422.0,40.636787,-73.74056999999998,"(40.636787, -73.74057)",ROCKAWAY BOULEVARD              ,1 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3762125,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,0,0,1.0,40
2014-07-22,14:25,QUEENS,11691.0,40.5955531,-73.777394,"(40.5955531, -73.777394)",BEACH CHANNEL DRIVE             ,BEACH 46 STREET                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,996972,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,7,1,0,1.0,40
2018-04-25,14:10,,,40.837944,-73.873184,"(40.837944, -73.873184)",BRONX RIVER PARKWAY             ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3888041,BU,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2018,4,2,1,0.1,50
