DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEAD_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SAFE_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,VZ,YEAR,MONTH,DAY_OF_WEEK,EPSILON,SAMPLES,NBR_VZ_INITIATIVES
2013-11-24,19:30,BROOKLYN,11211.0,40.7058999,-73.9630991,"(40.7058999, -73.9630991)",TAYLOR STREET                   ,BEDFORD AVENUE                  ,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,197356,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,6,0.1,10,0
2012-11-09,8:15,MANHATTAN,10019.0,40.7658813,-73.9946319,"(40.7658813, -73.9946319)",WEST 50 STREET                  ,11 AVENUE                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,39199,UNKNOWN,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,4,0.1,10,0
2016-05-19,23:00,MANHATTAN,10016.0,40.7475836,-73.9825503,"(40.7475836, -73.9825503)",                                ,                                ,50 EAST 34 STREET                       ,1,0,1,0,0,0,0,0,Unspecified,,,,,3444983,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2016,5,3,0.1,10,2
2017-05-23,12:30,BROOKLYN,11213.0,40.66935,-73.94136999999998,"(40.66935, -73.94137)",,,808       EASTERN PARKWAY               ,1,0,1,0,0,0,0,0,,,,,,3678791,,,,,,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2017,5,1,0.1,10,5
2014-03-13,14:30,BROOKLYN,11218.0,40.6461099,-73.9707681,"(40.6461099, -73.9707681)",CONEY ISLAND AVENUE             ,ALBERMARLE ROAD                 ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,305861,UNKNOWN,BICYCLE,BICYCLE,,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2014,3,3,0.1,10,4
2017-09-19,12:30,,,40.698406,-73.80646999999998,"(40.698406, -73.80647)",SUTPHIN BOULEVARD               ,,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3753452,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2017,9,1,0.1,10,2
2016-02-07,10:45,BROOKLYN,11211.0,40.7123781,-73.9440319,"(40.7123781, -73.9440319)",GRAHAM AVENUE                   ,POWERS STREET                   ,,1,0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,,,,3385214,PASSENGER VEHICLE,BICYCLE,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2016,2,6,0.1,10,2
2017-10-31,19:30,BROOKLYN,11225.0,40.663727,-73.95385999999998,"(40.663727, -73.95386)",ROGERS AVENUE                   ,EMPIRE BOULEVARD,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,View Obstructed/Limited,,,,3783083,BICYCLE,SPORT UTILITY / STATION WAGON,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2017,10,1,0.1,10,3
2013-09-09,8:10,BRONX,10454.0,40.8135129,-73.9196629,"(40.8135129, -73.9196629)",WILLIS AVENUE                   ,EAST 145 STREET                 ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,75126,PASSENGER VEHICLE,BICYCLE,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2013,9,0,0.1,10,3
2013-08-09,10:57,BRONX,10453.0,40.8570208,-73.9036141,"(40.8570208, -73.9036141)",WALTON AVENUE                   ,EAST 182 STREET                 ,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,93862,PICK-UP TRUCK,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,8,4,0.1,10,2
2017-10-03,17:12,QUEENS,11106.0,40.76038,-73.92198,"(40.76038, -73.92198)",,,35-19     BROADWAY                      ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3762698,BICYCLE,PASSENGER VEHICLE,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2017,10,1,0.1,10,1
2013-12-06,21:15,MANHATTAN,10033.0,40.8466224,-73.9373118,"(40.8466224, -73.9373118)",WEST 176 STREET                 ,WADSWORTH AVENUE                ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,69720,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,12,4,0.1,10,1
2018-03-14,23:36,,,40.611034,-73.95258000000003,"(40.611034, -73.95258)",EAST 21 STREET                  ,KINGS HIGHWAY,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3862471,TAXI,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2018,3,2,0.1,10,3
2014-04-08,20:38,QUEENS,11432.0,40.7037516,-73.7991488,"(40.7037516, -73.7991488)",160 STREET                      ,JAMAICA AVENUE                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,318349,UNKNOWN,,,,,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,2014,4,1,0.1,10,6
2013-08-26,20:13,BROOKLYN,11230.0,40.63370250000001,-73.9671851,"(40.6337025, -73.9671851)",CONEY ISLAND AVENUE             ,NEWKIRK AVENUE                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,150749,TAXI,BICYCLE,,,,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2013,8,0,0.1,10,5
2017-08-16,9:51,BROOKLYN,11219.0,40.629646,-74.010704,"(40.629646, -74.010704)",67 STREET                       ,FORT HAMILTON PARKWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3731971,BICYCLE,SPORT UTILITY / STATION WAGON,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,8,2,0.1,10,1
2013-11-23,17:40,BROOKLYN,11229.0,40.6040288,-73.952294,"(40.6040288, -73.952294)",OCEAN AVENUE                    ,AVENUE S                        ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,120466,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2013,11,5,0.1,10,4
2018-03-06,22:30,QUEENS,11373.0,40.736748,-73.87305,"(40.736748, -73.87305)",55 AVENUE                       ,90 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3857796,TAXI,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2018,3,1,0.1,10,3
2014-08-17,20:00,BROOKLYN,11236.0,40.6407277,-73.9052021,"(40.6407277, -73.9052021)",EAST 91 STREET                  ,FLATLANDS AVENUE                ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,1010222,PICK-UP TRUCK,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,8,6,0.1,10,0
2016-07-01,19:25,BROOKLYN,11211.0,40.7116924,-73.9512358,"(40.7116924, -73.9512358)",UNION AVENUE                    ,HOPE STREET                     ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3474522,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2016,7,4,0.1,10,1
2014-04-07,22:00,QUEENS,11103.0,40.7650201,-73.9173894,"(40.7650201, -73.9173894)",30 AVENUE                       ,36 STREET                       ,,2,0,2,0,0,0,0,0,Unspecified,,,,,317386,PASSENGER VEHICLE,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,4,0,0.1,10,2
2017-09-30,16:45,,,40.86332,-73.92673,"(40.86332, -73.92673)",SHERMAN AVENUE                  ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3761932,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,9,5,0.1,10,0
2017-04-30,5:20,,,40.680473,-73.9614,"(40.680473, -73.9614)",ATLANTIC AVENUE                 ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3659744,BICYCLE,PASSENGER VEHICLE,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2017,4,6,0.1,10,4
2012-08-13,18:30,QUEENS,11432.0,40.7110702,-73.7920281,"(40.7110702, -73.7920281)",170 STREET                      ,HILLSIDE AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,209032,PASSENGER VEHICLE,,,,,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2012,8,0,0.1,10,5
2018-02-15,12:50,BRONX,10468.0,40.86787800000001,-73.89944,"(40.867878, -73.89944)",WEST KINGSBRIDGE ROAD           ,GRAND AVENUE,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3847206,SPORT UTILITY / STATION WAGON,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2018,2,3,0.1,10,3
2013-05-12,13:00,BROOKLYN,11221.0,40.6860914,-73.9386598,"(40.6860914, -73.9386598)",MARCUS GARVEY BOULEVARD         ,MADISON STREET                  ,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,183555,PASSENGER VEHICLE,BICYCLE,,,,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,2013,5,6,0.1,10,6
2017-10-26,5:55,,,40.696785,-73.95659,"(40.696785, -73.95659)",PARK AVENUE                     ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3777248,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,10,3,0.1,10,2
2014-04-07,18:25,BROOKLYN,11235.0,40.585935,-73.95188929999998,"(40.585935, -73.9518893)",SHEEPSHEAD BAY ROAD             ,VOORHIES AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,316578,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,4,0,0.1,10,2
2014-01-08,10:30,QUEENS,11354.0,40.7639417,-73.8281463,"(40.7639417, -73.8281463)",NORTHERN BOULEVARD              ,UNION STREET                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,253971,UNKNOWN,,,,,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,2014,1,2,0.1,10,6
2018-04-09,10:33,MANHATTAN,10021.0,40.77437000000001,-73.963554,"(40.77437, -73.963554)",EAST 76 STREET                  ,MADISON AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3878573,PICK-UP TRUCK,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2018,4,0,0.1,10,1
2014-04-07,19:40,QUEENS,11377.0,40.7426849,-73.89565259999998,"(40.7426849, -73.8956526)",69 STREET                       ,WOODSIDE AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,317328,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2014,4,0,0.1,10,2
2012-09-23,22:35,BROOKLYN,11219.0,40.6323671,-73.9877145,"(40.6323671, -73.9877145)",15 AVENUE                       ,49 STREET                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,130546,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2012,9,6,0.1,10,4
2018-04-15,22:45,QUEENS,11368.0,40.74403,-73.85869,"(40.74403, -73.85869)",104 STREET                      ,CORONA AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3881906,TAXI,,,,,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,2018,4,6,0.1,10,6
2014-04-07,20:25,QUEENS,11361.0,40.7577537,-73.7833817,"(40.7577537, -73.7833817)",FRANCIS LEWIS BOULEVARD         ,NORTHERN BOULEVARD              ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,317365,PASSENGER VEHICLE,,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,4,0,0.1,10,3
2014-04-01,13:00,QUEENS,11101.0,40.744669,-73.93168409999998,"(40.744669, -73.9316841)",QUEENS BOULEVARD                ,33 STREET                       ,,1,0,1,0,0,0,0,0,Unspecified,,,,,313820,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2014,4,1,0.1,10,3
2014-01-02,6:50,BROOKLYN,11201.0,40.688616,-73.9891681,"(40.688616, -73.9891681)",ATLANTIC AVENUE                 ,SMITH STREET                    ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,191168,BUS,,,,,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,2014,1,3,0.1,10,8
2017-01-31,12:07,,,40.865467,-73.86541,"(40.865467, -73.86541)",ALLERTON AVENUE                 ,,,1,0,2,0,0,0,0,0,Unspecified,,,,,3607882,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2017,1,1,0.1,10,1
2016-10-13,15:10,QUEENS,11432.0,40.7080242,-73.8017329,"(40.7080242, -73.8017329)",,,160-03    HILLSIDE AVENUE               ,1,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,3539510,PASSENGER VEHICLE,,,,,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2016,10,3,0.1,10,4
2017-10-07,21:35,BROOKLYN,11217.0,40.68718300000001,-73.9766,"(40.687183, -73.9766)",FULTON STREET                   ,FORT GREENE PLACE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3765620,PASSENGER VEHICLE,,,,,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2017,10,5,0.1,10,4
2013-07-21,23:40,BRONX,10452.0,40.8392249,-73.91508909999997,"(40.8392249, -73.9150891)",EAST 170 STREET                 ,WYTHE PLACE                     ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,87332,UNKNOWN,,,,,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2013,7,6,0.1,10,4
2014-04-07,23:15,BROOKLYN,11201.0,40.696197,-73.98876290000003,"(40.696197, -73.9887629)",ADAMS STREET                    ,TILLARY STREET                  ,,1,0,0,0,1,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,,,,317218,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2014,4,0,0.1,10,2
2018-03-10,10:18,BRONX,10459.0,40.820305,-73.89083000000002,"(40.820305, -73.89083)",BRUCKNER BOULEVARD              ,HUNTS POINT AVENUE,,1,0,1,0,0,0,0,0,,,,,,3860435,,,,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2018,3,5,0.1,10,3
2018-01-21,15:00,BROOKLYN,11212.0,40.671684,-73.912224,"(40.671684, -73.912224)",EAST NEW YORK AVENUE            ,CHESTER STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3838258,PICK-UP TRUCK,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2018,1,6,0.1,10,2
2013-11-08,15:15,BROOKLYN,11219.0,40.6374592,-73.9946422,"(40.6374592, -73.9946422)",NEW UTRECHT AVENUE              ,48 STREET                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,133902,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2013,11,4,0.1,10,3
2016-02-17,14:30,QUEENS,11418.0,40.69869370000001,-73.83406670000002,"(40.6986937, -73.8340667)",115 STREET                      ,JAMAICA AVENUE                  ,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3390302,SPORT UTILITY / STATION WAGON,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2016,2,2,0.1,10,2
2017-12-31,22:31,BROOKLYN,11221.0,40.683567,-73.94106,"(40.683567, -73.94106)",THROOP AVENUE                   ,HANCOCK STREET,,1,0,1,0,0,0,0,0,,,,,,3819118,,,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2017,12,6,0.1,10,4
2013-06-14,19:30,QUEENS,11377.0,40.7525661,-73.9052487,"(40.7525661, -73.9052487)",BROADWAY                        ,56 STREET                       ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,242485,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2013,6,4,0.1,10,2
2018-02-05,17:20,BROOKLYN,11216.0,40.67516,-73.94901999999998,"(40.67516, -73.94902)",,,711       SAINT MARKS AVENUE            ,1,0,1,0,0,0,0,0,Unspecified,,,,,3841731,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2018,2,0,0.1,10,1
2017-07-19,19:50,BROOKLYN,11215.0,40.674965,-73.98147,"(40.674965, -73.98147)",,,245       5 AVENUE                      ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3714940,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,7,2,0.1,10,0
2012-12-29,19:50,QUEENS,11367.0,40.73001770000001,-73.8234675,"(40.7300177, -73.8234675)",JEWEL AVENUE                    ,MAIN STREET                     ,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,234625,PASSENGER VEHICLE,,,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2012,12,5,0.1,10,3
2014-04-06,1:30,BROOKLYN,11205.0,40.6923019,-73.9618986,"(40.6923019, -73.9618986)",WILLOUGHBY AVENUE               ,EMERSON PLACE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,316236,SPORT UTILITY / STATION WAGON,,,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,4,6,0.1,10,3
2013-12-29,17:15,BRONX,10453.0,40.8508595,-73.9076461,"(40.8508595, -73.9076461)",EAST TREMONT AVENUE             ,MORRIS AVENUE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,94496,PASSENGER VEHICLE,,,,,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2013,12,6,0.1,10,5
2014-04-06,20:45,BROOKLYN,11203.0,40.6560014,-73.9405328,"(40.6560014, -73.9405328)",CLARKSON AVENUE                 ,EAST 40 STREET                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,316602,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,4,6,0.1,10,1
2014-04-06,7:30,BROOKLYN,11223.0,40.5901115,-73.9742167,"(40.5901115, -73.9742167)",AVENUE X                        ,MC DONALD AVENUE                ,,1,0,1,0,0,0,0,0,Glare,,,,,316112,PASSENGER VEHICLE,,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2014,4,6,0.1,10,3
2013-09-14,23:40,QUEENS,11368.0,40.7559149,-73.864298,"(40.7559149, -73.864298)",34 AVENUE                       ,104 STREET                      ,,1,0,1,0,0,0,0,0,Unspecified,,,,,283144,UNKNOWN,,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,2013,9,5,0.1,10,5
2018-03-28,0:10,,,40.680115,-73.75324,"(40.680115, -73.75324)",SPRINGFIELD BOULEVARD           ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3870528,PASSENGER VEHICLE,,,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2018,3,2,0.1,10,3
2018-03-25,16:20,MANHATTAN,10035.0,40.80307,-73.93838000000002,"(40.80307, -73.93838)",LEXINGTON AVENUE                ,EAST 123 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3869926,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,3,6,0.1,10,0
2014-04-05,13:35,BROOKLYN,11207.0,40.6541418,-73.8873109,"(40.6541418, -73.8873109)",PENNSYLVANIA AVENUE             ,COZINE AVENUE                   ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,315710,PASSENGER VEHICLE,,,,,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2014,4,5,0.1,10,4
2017-10-06,14:22,MANHATTAN,10034.0,40.864616,-73.91985,"(40.864616, -73.91985)",,,129       POST AVENUE                   ,1,0,1,0,0,0,0,0,Unspecified,,,,,3764256,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,4,0.1,10,0
2013-03-05,12:30,BROOKLYN,11201.0,40.6922334,-73.98729959999999,"(40.6922334, -73.9872996)",JAY STREET                      ,WILLOUGHBY STREET               ,,1,0,1,0,0,0,0,0,Unspecified,,,,,189220,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,3,1,0.1,10,2
2017-02-12,12:00,BROOKLYN,11203.0,40.660633,-73.9308,"(40.660633, -73.9308)",,,867       RUTLAND ROAD                  ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3613970,PASSENGER VEHICLE,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2017,2,6,0.1,10,3
2017-10-05,15:50,BROOKLYN,11207.0,40.67269,-73.89609,"(40.67269, -73.89609)",,,204       PENNSYLVANIA AVENUE           ,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,3764354,BICYCLE,SPORT UTILITY / STATION WAGON,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2017,10,3,0.1,10,4
2017-09-12,8:00,,,40.672062,-73.925255,"(40.672062, -73.925255)",BUFFALO AVENUE                  ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3750034,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,9,1,0.1,10,1
2013-10-07,9:04,BROOKLYN,11226.0,40.6398068,-73.9513064,"(40.6398068, -73.9513064)",ROGERS AVENUE                   ,NEWKIRK AVENUE                  ,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,139411,PASSENGER VEHICLE,,,,,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2013,10,0,0.1,10,4
2014-04-05,20:15,BROOKLYN,11212.0,40.65785020000001,-73.9164733,"(40.6578502, -73.9164733)",WILLMOHR STREET                 ,ROCKAWAY PARKWAY                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,316136,PASSENGER VEHICLE,,,,,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2014,4,5,0.1,10,5
2017-11-19,2:57,,,40.681126,-73.96446,"(40.681126, -73.96446)",ATLANTIC AVENUE                 ,,,3,0,3,0,0,0,0,0,,,,,,3794651,,,,,,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,2017,11,6,0.1,10,7
2014-04-05,21:45,BRONX,10467.0,40.8728912,-73.88069209999998,"(40.8728912, -73.8806921)",EAST MOSHOLU PARKWAY NORTH      ,BAINBRIDGE AVENUE               ,,1,0,1,0,0,0,0,0,Unspecified,,,,,316551,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,5,0.1,10,0
2013-11-22,17:20,BROOKLYN,11222.0,40.7288235,-73.9536587,"(40.7288235, -73.9536587)",MANHATTAN AVENUE                ,NOBLE STREET                    ,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,200557,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,4,0.1,10,0
2013-09-05,16:00,BROOKLYN,11226.0,40.6432449,-73.9487599,"(40.6432449, -73.9487599)",CLARENDON ROAD                  ,NOSTRAND AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,139107,MOTORCYCLE,,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2013,9,3,0.1,10,4
2018-03-01,0:00,MANHATTAN,10027.0,40.815685,-73.9583,"(40.815685, -73.9583)",WEST 125 STREET                 ,BROADWAY,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3854958,BICYCLE,PASSENGER VEHICLE,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2018,3,3,0.1,10,1
2017-01-23,16:15,,,40.858986,-73.8676,"(40.858986, -73.8676)",BOSTON ROAD                     ,WHITE PLAINS ROAD,,1,0,2,0,0,0,0,0,Unspecified,,,,,3603568,SPORT UTILITY / STATION WAGON,,,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2017,1,0,0.1,10,3
2013-07-26,18:15,BROOKLYN,11235.0,40.5878604,-73.95526509999998,"(40.5878604, -73.9552651)",AVENUE Z                        ,EAST 14 STREET                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,119559,PASSENGER VEHICLE,BICYCLE,,,,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,2013,7,4,0.1,10,7
2013-07-05,14:30,BROOKLYN,11205.0,40.6902872,-73.9543237,"(40.6902872, -73.9543237)",KOSCIUSKO STREET                ,SPENCER COURT                   ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,181360,UNKNOWN,BICYCLE,,,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2013,7,4,0.1,10,3
2013-09-23,18:40,BRONX,10458.0,40.8541515,-73.8844598,"(40.8541515, -73.8844598)",EAST 187 STREET                 ,BEAUMONT AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,101947,VAN,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,9,0,0.1,10,1
2013-06-04,22:30,BRONX,10455.0,40.8122827,-73.9044665,"(40.8122827, -73.9044665)",EAST 149 STREET                 ,PROSPECT AVENUE                 ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,74543,TAXI,,,,,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2013,6,1,0.1,10,4
2017-09-16,8:40,BROOKLYN,11238.0,40.681206,-73.95598000000003,"(40.681206, -73.95598)",,,1147      FULTON STREET                 ,1,0,1,0,0,0,0,0,Unspecified,,,,,3751630,PASSENGER VEHICLE,,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2017,9,5,0.1,10,4
