DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEAD_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SAFE_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,VZ,YEAR,MONTH,DAY_OF_WEEK,EPSILON,SAMPLES,NBR_VZ_INITIATIVES
2017-09-12,12:00,BROOKLYN,11219.0,40.63406,-74.00411,"(40.63406, -74.00411)",58 STREET                       ,FORT HAMILTON PARKWAY,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3750686,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2017,9,1,0.1,20,4
2014-01-08,8:03,QUEENS,11377.0,40.7408961,-73.8996069,"(40.7408961, -73.8996069)",QUEENS BOULEVARD                ,65 PLACE                        ,,1,0,1,0,0,0,0,0,Physical Disability,,,,,244786,SPORT UTILITY / STATION WAGON,,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2014,1,2,0.1,20,4
2014-01-06,0:05,MANHATTAN,10036.0,40.7621841,-73.9936106,"(40.7621841, -73.9936106)",WEST 46 STREET                  ,10 AVENUE                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,44239,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,1,0,0.1,20,1
2013-12-19,5:56,BROOKLYN,11214.0,40.5985519,-73.9973389,"(40.5985519, -73.9973389)",BAY PARKWAY                     ,BATH AVENUE                     ,,1,0,1,0,0,0,0,0,Unspecified,,,,,125084,PASSENGER VEHICLE,,,,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2013,12,3,0.1,20,3
2018-01-15,11:40,BROOKLYN,11212.0,40.66293,-73.92061600000002,"(40.66293, -73.920616)",,,169       EAST 98 STREET                ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3831627,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2018,1,0,0.1,20,3
2014-01-06,18:00,MANHATTAN,10029.0,40.7889493,-73.9405585,"(40.7889493, -73.9405585)",EAST 105 STREET                 ,1 AVENUE                        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,57334,PASSENGER VEHICLE,,,,,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,2014,1,0,0.1,20,5
2014-03-04,16:12,QUEENS,11375.0,40.7151185,-73.832233,"(40.7151185, -73.832233)",QUEENS BOULEVARD                ,78 AVENUE                       ,,1,0,1,0,0,0,0,0,Unspecified,,,,,268060,PASSENGER VEHICLE,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,3,1,0.1,20,2
2018-04-19,13:30,BROOKLYN,11230.0,40.632294,-73.96678,"(40.632294, -73.96678)",FOSTER AVENUE                   ,CONEY ISLAND AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3883859,SPORT UTILITY / STATION WAGON,,,,,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,2018,4,3,0.1,20,6
2014-01-05,18:45,QUEENS,11379.0,40.7146219,-73.9011579,"(40.7146219, -73.9011579)",FRESH POND ROAD                 ,ELIOT AVENUE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,218724,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2014,1,6,0.1,20,3
2013-03-18,7:00,QUEENS,11375.0,40.7243014,-73.8451618,"(40.7243014, -73.8451618)",69 ROAD                         ,108 STREET                      ,,2,0,2,0,0,0,0,0,Passenger Distraction,,,,,265699,VAN,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2013,3,0,0.1,20,3
2016-11-08,19:11,BROOKLYN,11211.0,40.7101499,-73.95844009999998,"(40.7101499, -73.9584401)",,,195       HAVEMEYER STREET              ,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3558112,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2016,11,1,0.1,20,1
2014-01-02,12:40,BROOKLYN,11219.0,40.637893,-73.998375,"(40.637893, -73.998375)",FORT HAMILTON PARKWAY           ,50 STREET                       ,,1,0,1,0,0,0,0,0,Unspecified,,,,,134418,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2014,1,3,0.1,20,4
2018-02-07,7:30,,,40.670887,-73.93649,"(40.670887, -73.93649)",TROY AVENUE                     ,,,1,0,1,0,0,0,0,0,,,,,,3842283,,,,,,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,2018,2,2,0.1,20,5
2017-12-17,15:30,,,40.765224,-73.9317,"(40.765224, -73.9317)",21 STREET                       ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3811487,PASSENGER VEHICLE,,,,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2017,12,6,0.1,20,3
2018-03-05,7:30,BROOKLYN,11226.0,40.640503,-73.95564,"(40.640503, -73.95564)",FLATBUSH AVENUE                 ,AVENUE D,,1,0,1,0,0,0,0,0,,,,,,3858277,,,,,,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2018,3,0,0.1,20,6
2017-05-23,16:15,QUEENS,11101.0,40.75199,-73.931274,"(40.75199, -73.931274)",NORTHERN BOULEVARD              ,33 STREET,,1,0,1,0,0,0,0,0,,,,,,3676775,,,,,,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2017,5,1,0.1,20,5
2013-11-23,22:05,BROOKLYN,11213.0,40.6711863,-73.9420297,"(40.6711863, -73.9420297)",SAINT JOHNS PLACE               ,KINGSTON AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,175228,PASSENGER VEHICLE,,,,,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2013,11,5,0.1,20,5
2013-12-29,20:13,QUEENS,11354.0,40.7610935,-73.8268686,"(40.7610935, -73.8268686)",UNION STREET                    ,39 AVENUE                       ,,1,0,1,0,0,0,0,0,Unspecified,,,,,253840,SPORT UTILITY / STATION WAGON,,,,,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,2013,12,6,0.1,20,7
2013-12-28,0:05,BROOKLYN,11225.0,40.664227200000006,-73.9454636,"(40.6642272, -73.9454636)",EMPIRE BOULEVARD                ,BROOKLYN AVENUE                 ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,155401,SMALL COM VEH(4 TIRES) ,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,12,5,0.1,20,2
2016-03-24,10:25,BROOKLYN,11226.0,40.6493439,-73.9632962,"(40.6493439, -73.9632962)",                                ,                                ,1724 CHURCH AVENUE                      ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3417322,PASSENGER VEHICLE,,,,,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,2016,3,3,0.1,20,4
2018-04-25,6:20,BROOKLYN,11233.0,40.676342,-73.910934,"(40.676342, -73.910934)",ATLANTIC AVENUE                 ,ROCKAWAY AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3888002,PICK-UP TRUCK,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2018,4,2,0.1,20,4
2017-07-26,9:52,BRONX,10460.0,40.836735,-73.88584,"(40.836735, -73.88584)",,,961       EAST 174 STREET               ,1,0,1,0,0,0,0,0,Unspecified,,,,,3720467,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2017,7,2,0.1,20,2
2017-12-01,6:00,,,40.741272,-73.97535,"(40.741272, -73.97535)",EAST 30 STREET                  ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3809664,,,,,,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,2017,12,4,0.1,20,5
2013-12-24,17:11,BRONX,10459.0,40.8196938,-73.90160159999998,"(40.8196938, -73.9016016)",WESTCHESTER AVENUE              ,PROSPECT AVENUE                 ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,75781,UNKNOWN,,,,,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,2013,12,1,0.1,20,5
2013-06-12,14:40,MANHATTAN,10031.0,40.8259047,-73.9471161,"(40.8259047, -73.9471161)",AMSTERDAM AVENUE                ,WEST 146 STREET                 ,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,65719,TAXI,,,,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,6,2,0.1,20,4
2018-03-10,13:00,QUEENS,11358.0,40.76213,-73.80375,"(40.76213, -73.80375)",NORTHERN BOULEVARD              ,162 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3860317,PASSENGER VEHICLE,,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2018,3,5,0.1,20,3
2017-08-24,10:27,,,40.870056,-73.89083000000002,"(40.870056, -73.89083)",EAST 198 STREET                 ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3736896,PASSENGER VEHICLE,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,8,3,0.1,20,2
2013-10-08,14:25,BROOKLYN,11211.0,40.7140658,-73.9493728,"(40.7140658, -73.9493728)",METROPOLITAN AVENUE             ,LORIMER STREET                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,197024,UNKNOWN,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,10,1,0.1,20,1
2013-12-23,20:02,BROOKLYN,11219.0,40.6236805,-73.9977125,"(40.6236805, -73.9977125)",65 STREET                       ,NEW UTRECHT AVENUE              ,,1,0,1,0,0,0,0,0,Unspecified,,,,,125131,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2013,12,0,0.1,20,3
2018-04-26,17:30,QUEENS,11432.0,40.70546,-73.7949,"(40.70546, -73.7949)",JAMAICA AVENUE                  ,165 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3888818,PASSENGER VEHICLE,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2018,4,3,0.1,20,4
2017-08-12,14:56,,,40.676968,-73.898834,"(40.676968, -73.898834)",FULTON STREET                   ,,,2,0,1,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3730697,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,8,5,0.1,20,2
2017-05-24,0:01,MANHATTAN,10032.0,40.831177,-73.94208499999998,"(40.831177, -73.942085)",,,460       WEST 155 STREET               ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3680005,TAXI,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2017,5,2,0.1,20,2
2018-03-25,15:10,BROOKLYN,11221.0,40.69808,-73.92536,"(40.69808, -73.92536)",DE KALB AVENUE                  ,MYRTLE AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3870743,PASSENGER VEHICLE,BICYCLE,,,,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2018,3,6,0.1,20,4
2017-11-11,9:20,,,40.588066,-73.95342,"(40.588066, -73.95342)",EAST 16 STREET                  ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3788028,SPORT UTILITY / STATION WAGON,,,,,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,2017,11,5,0.1,20,6
2013-12-19,15:58,QUEENS,11417.0,40.6819877,-73.83697459999998,"(40.6819877, -73.8369746)",104 STREET                      ,LIBERTY AVENUE                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,232444,PASSENGER VEHICLE,,,,,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2013,12,3,0.1,20,4
2013-12-18,11:00,BROOKLYN,11213.0,40.6780095,-73.9413784,"(40.6780095, -73.9413784)",ATLANTIC AVENUE                 ,KINGSTON AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,182235,UNKNOWN,,,,,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,2013,12,2,0.1,20,8
2013-09-21,20:00,BROOKLYN,11203.0,40.6582963,-73.93108409999998,"(40.6582963, -73.9310841)",UTICA AVENUE                    ,WINTHROP AVENUE                 ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,139264,PASSENGER VEHICLE,BICYCLE,,,,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,2013,9,5,0.1,20,7
2013-02-10,21:20,MANHATTAN,10007.0,40.7144934,-74.0135921,"(40.7144934, -74.0135921)",BARCLAY STREET                  ,WEST STREET                     ,,1,0,1,0,0,0,0,0,Unspecified,,,,,1850,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,6,0.1,20,0
2017-10-29,18:32,MANHATTAN,10037.0,40.810173,-73.937416,"(40.810173, -73.937416)",MADISON AVENUE                  ,EAST 132 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3779178,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2017,10,6,0.1,20,1
2013-12-16,9:51,BRONX,10453.0,40.8494529,-73.90599990000003,"(40.8494529, -73.9059999)",GRAND CONCOURSE                 ,EAST TREMONT AVENUE             ,,1,0,1,0,0,0,0,0,Unspecified,,,,,94434,SPORT UTILITY / STATION WAGON,,,,,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,2013,12,0,0.1,20,7
2013-04-20,12:50,MANHATTAN,10026.0,40.80066400000001,-73.9464607,"(40.800664, -73.9464607)",WEST 116 STREET                 ,5 AVENUE                        ,,1,0,1,0,0,0,0,0,Turning Improperly,,,,,64220,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,4,5,0.1,20,1
2013-12-13,15:00,BRONX,10452.0,40.8443435,-73.9147428,"(40.8443435, -73.9147428)",JEROME AVENUE                   ,EAST MT EDEN AVENUE             ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,88119,SPORT UTILITY / STATION WAGON,,,,,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2013,12,4,0.1,20,4
2016-04-05,20:03,BROOKLYN,11216.0,40.6781138,-73.9469485,"(40.6781138, -73.9469485)",                                ,                                ,56 NEW YORK AVENUE                      ,1,0,1,0,0,0,0,0,Unspecified,,,,,3419558,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2016,4,1,0.1,20,1
2017-04-28,17:42,BRONX,10461.0,40.842644,-73.84560400000002,"(40.842644, -73.845604)",,,2703      EAST TREMONT AVENUE           ,1,0,1,0,0,0,0,0,,,,,,3663974,PASSENGER VEHICLE,,,,,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,2017,4,4,0.1,20,4
2013-12-12,14:00,QUEENS,11373.0,40.74331160000001,-73.8745041,"(40.7433116, -73.8745041)",91 PLACE                        ,43 AVENUE                       ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,258733,PASSENGER VEHICLE,,,,,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,2013,12,3,0.1,20,7
2017-07-23,17:20,MANHATTAN,,40.81983,-73.95529,"(40.81983, -73.95529)",,,3333      BROADWAY                      ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3718438,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2017,7,6,0.1,20,1
2015-06-20,8:58,MANHATTAN,10039.0,40.828768200000006,-73.93755990000002,"(40.8287682, -73.9375599)",,,2918 8 AVENUE                           ,1,0,1,0,0,0,0,0,Unspecified,,,,,3242309,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,6,5,0.1,20,0
2017-04-17,17:10,MANHATTAN,10004.0,40.702957,-74.01151,"(40.702957, -74.01151)",BROAD STREET                    ,WATER STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3653313,TAXI,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2017,4,0,0.1,20,2
2013-12-07,23:00,QUEENS,11372.0,40.7489641,-73.8917522,"(40.7489641, -73.8917522)",37 AVENUE                       ,74 STREET                       ,,2,0,1,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,283827,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2013,12,5,0.1,20,5
2017-09-07,14:00,,,40.898407,-73.85417,"(40.898407, -73.85417)",NEREID AVENUE                   ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3749854,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,9,3,0.1,20,0
2018-01-31,0:20,,,40.867474,-73.89741,"(40.867474, -73.89741)",JEROME AVENUE                   ,,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3841686,PASSENGER VEHICLE,,,,,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2018,1,2,0.1,20,5
2017-12-13,16:30,,,40.696033,-73.98453,"(40.696033, -73.98453)",TILLARY STREET                  ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3808303,PASSENGER VEHICLE,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,2,0.1,20,1
2013-07-28,14:00,BROOKLYN,11236.0,40.635508,-73.91327659999997,"(40.635508, -73.9132766)",FLATLANDS AVENUE                ,EAST 80 STREET                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,146461,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,6,0.1,20,0
2017-08-01,17:05,,,40.697716,-73.967735,"(40.697716, -73.967735)",WASHINGTON AVENUE               ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3722892,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2017,8,1,0.1,20,2
2013-12-08,0:50,QUEENS,11368.0,40.7456018,-73.8680867,"(40.7456018, -73.8680867)",43 AVENUE                       ,JUNCTION BOULEVARD              ,,1,0,1,0,0,0,0,0,Unspecified,,,,,258712,UNKNOWN,,,,,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,2013,12,6,0.1,20,5
2013-12-08,16:50,QUEENS,11368.0,40.7507179,-73.85876479999997,"(40.7507179, -73.8587648)",ROOSEVELT AVENUE                ,108 STREET                      ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,258707,LARGE COM VEH(6 OR MORE TIRES),,,,,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,2013,12,6,0.1,20,9
2013-12-05,19:20,BROOKLYN,11224.0,40.57905170000001,-73.9841495,"(40.5790517, -73.9841495)",NEPTUNE AVENUE                  ,WEST 16 STREET                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,115857,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2013,12,3,0.1,20,2
2017-11-19,2:00,BROOKLYN,11230.0,40.630566,-73.97715,"(40.630566, -73.97715)",,,956       MC DONALD AVENUE              ,1,0,1,0,0,0,0,0,,,,,,3794626,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,11,6,0.1,20,2
2017-07-30,19:46,MANHATTAN,10031.0,40.83007,-73.94779,"(40.83007, -73.94779)",,,3654      BROADWAY                      ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3722109,BICYCLE,TAXI,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2017,7,6,0.1,20,3
2016-11-30,17:11,BROOKLYN,11226.0,40.65329129999999,-73.9498477,"(40.6532913, -73.9498477)",,,1370      NOSTRAND AVENUE               ,1,0,0,0,1,0,0,0,Unspecified,,,,,3572805,PASSENGER VEHICLE,BICYCLE,,,,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2016,11,2,0.1,20,5
2013-12-06,18:30,QUEENS,11373.0,40.7367523,-73.87767020000003,"(40.7367523, -73.8776702)",GRAND AVENUE                    ,QUEENS BOULEVARD                ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,258696,PASSENGER VEHICLE,,,,,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,2013,12,4,0.1,20,8
2013-12-06,21:19,MANHATTAN,10128.0,40.7810624,-73.9494193,"(40.7810624, -73.9494193)",2 AVENUE                        ,EAST 91 STREET                  ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,51213,PASSENGER VEHICLE,,,,,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,2013,12,4,0.1,20,5
2013-12-06,22:03,BRONX,10475.0,40.8695146,-73.8261813,"(40.8695146, -73.8261813)",BARTOW AVENUE                   ,COOP CITY BOULEVARD             ,,1,0,1,0,0,0,0,0,Lane Marking Improper/Inadequate,,,,,91544,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,12,4,0.1,20,1
2018-03-23,8:00,BROOKLYN,11230.0,40.618324,-73.95719,"(40.618324, -73.95719)",AVENUE M                        ,EAST 18 STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,3871333,PASSENGER VEHICLE,BICYCLE,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2018,3,4,0.1,20,3
2018-01-09,18:30,BRONX,10457.0,40.84764000000001,-73.90100000000002,"(40.84764, -73.901)",WEBSTER AVENUE                  ,EAST TREMONT AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3825860,PICK-UP TRUCK,,,,,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2018,1,1,0.1,20,4
2013-12-05,20:20,BROOKLYN,11207.0,40.6618355,-73.8931046,"(40.6618355, -73.8931046)",PENNSYLVANIA AVENUE             ,NEW LOTS AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,169568,PASSENGER VEHICLE,,,,,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,2013,12,3,0.1,20,7
2013-06-04,16:00,BROOKLYN,11201.0,40.6903454,-73.9920525,"(40.6903454, -73.9920525)",STATE STREET                    ,COURT STREET                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,189738,PASSENGER VEHICLE,,,,,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2013,6,1,0.1,20,4
2017-11-07,17:00,BRONX,10459.0,40.822105,-73.90061999999998,"(40.822105, -73.90062)",EAST 163 STREET                 ,PROSPECT AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3785338,PASSENGER VEHICLE,,,,,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,2017,11,1,0.1,20,6
2016-07-07,19:43,BROOKLYN,11229.0,40.6132471,-73.9488441,"(40.6132471, -73.9488441)",                                ,                                ,2525 KINGS HIGHWAY                      ,1,0,1,0,0,0,0,0,Unspecified,,,,,3479842,PASSENGER VEHICLE,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,7,3,0.1,20,1
2016-06-22,12:40,BROOKLYN,11233.0,40.6841675,-73.9293087,"(40.6841675, -73.9293087)",HALSEY STREET                   ,REID AVENUE                     ,                                        ,1,0,1,0,0,0,0,0,Unspecified,Unspecified,,,,3466852,PASSENGER VEHICLE,,,,,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,2016,6,2,0.1,20,5
2017-06-03,18:15,MANHATTAN,10037.0,40.81977,-73.93673000000003,"(40.81977, -73.93673)",WEST 144 STREET                 ,LENOX AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3684449,TAXI,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,6,5,0.1,20,0
2018-01-04,13:00,BROOKLYN,11212.0,40.66255,-73.90893,"(40.66255, -73.90893)",ROCKAWAY AVENUE                 ,LIVONIA AVENUE,,1,0,1,0,0,0,0,0,,,,,,3822402,,,,,,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2018,1,3,0.1,20,6
2017-09-03,3:35,,,40.76428,-73.9921,"(40.76428, -73.9921)",10 AVENUE                       ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3743278,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,9,6,0.1,20,1
2018-03-22,15:25,BROOKLYN,11206.0,40.707653,-73.93984,"(40.707653, -73.93984)",BUSHWICK AVENUE                 ,MONTROSE AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,,,,,3867282,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2018,3,3,0.1,20,3
2013-11-27,19:20,QUEENS,11368.0,40.7557058,-73.8662367,"(40.7557058, -73.8662367)",34 AVENUE                       ,102 STREET                      ,,1,0,1,0,0,0,0,0,Unspecified,,,,,283755,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2013,11,2,0.1,20,4
2017-11-05,15:25,BROOKLYN,11222.0,40.730453,-73.95165,"(40.730453, -73.95165)",,,195       GREENPOINT AVENUE             ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3784078,MOTORCYCLE,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,11,6,0.1,20,1
2013-11-27,20:32,BROOKLYN,11207.0,40.6647513,-73.8940407,"(40.6647513, -73.8940407)",PENNSYLVANIA AVENUE             ,LIVONIA AVENUE                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,169532,PASSENGER VEHICLE,,,,,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,2013,11,2,0.1,20,5
2013-11-26,18:10,BROOKLYN,11213.0,40.6636039,-73.93439120000002,"(40.6636039, -73.9343912)",EMPIRE BOULEVARD                ,SCHENECTADY AVENUE              ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,155188,PASSENGER VEHICLE,BICYCLE,,,,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2013,11,1,0.1,20,5
