Unnamed: 0,DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,DATENew,year,month,DAY_OF_WEEK,hour,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEADING_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SIP_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,NBR_VZ_INITIATIVES,TOTAL_INJURED,TOTAL_KILLED,EPSILON,SAMPLES
459881,02/22/2016,2018-03-24 15:14:00,MANHATTAN,10029.0,40.7983585,-73.94097629999999,"(40.7983585, -73.9409763)",,,F/O 163 EAST 116 STREET                 ,1,0,1,0,0,0,0,0,Unspecified,,,,,3393321,PASSENGER VEHICLE,,,,,2016-02-22,2016,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
443796,03/21/2016,2018-03-24 08:20:00,BRONX,10451.0,40.817640999999995,-73.9237043,"(40.817641, -73.9237043)",                                ,                                ,247 EAST 149 STREET                     ,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,Passenger Distraction,,,3410940,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,,,2016-03-21,2016,3,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,0,0.1,20
363139,07/26/2016,2018-03-24 19:35:00,BROOKLYN,11219.0,40.6349148,-73.99496309999999,"(40.6349148, -73.9949631)",51 STREET                       ,NEW UTRECHT AVENUE              ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489517,PASSENGER VEHICLE,BICYCLE,,,,2016-07-26,2016,7,1,19,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,0,0.1,20
276434,12/08/2016,2018-03-24 21:30:00,MANHATTAN,10013.0,40.722549900000004,-74.006299,"(40.7225499, -74.006299)",CANAL STREET                    ,VARICK STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3576889,SPORT UTILITY / STATION WAGON,,,,,2016-12-08,2016,12,3,21,1,0,0,0,0,0,1,0,0,0,1,1,0,1,5,2,0,0.1,20
295571,11/08/2016,2018-03-24 18:11:00,QUEENS,11435.0,40.701054600000006,-73.80785949999999,"(40.7010546, -73.8078595)",,,91-10     SUTPHIN BOULEVARD             ,1,0,1,0,0,0,0,0,,,,,,3556610,,,,,,2016-11-08,2016,11,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0.1,20
149261,07/01/2017,2018-03-24 12:30:00,,,40.81344,-73.94135,"(40.81344, -73.94135)",WEST 134 STREET                 ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3703990,BICYCLE,,,,,2017-07-01,2017,7,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.1,20
7750,02/13/2018,2018-03-24 16:19:00,,,40.86235,-73.89997,"(40.86235, -73.89997)",EAST FORDHAM ROAD               ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3845884,SPORT UTILITY / STATION WAGON,,,,,2018-02-13,2018,2,1,16,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,0,0.1,20
173352,05/27/2017,2018-03-24 17:00:00,QUEENS,11377.0,40.74539,-73.90559,"(40.74539, -73.90559)",ROOSEVELT AVENUE                ,59 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3678923,PASSENGER VEHICLE,BICYCLE,,,,2017-05-27,2017,5,5,17,1,0,1,0,0,1,0,0,0,0,1,1,0,1,6,2,0,0.1,20
268555,12/20/2016,2018-03-24 19:00:00,BROOKLYN,11213.0,40.66879779999999,-73.93112009999999,"(40.6687978, -73.9311201)",UTICA AVENUE                    ,EASTERN PARKWAY,,2,0,1,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3583859,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,2016-12-20,2016,12,1,19,1,0,1,0,0,0,0,0,0,0,1,1,1,1,6,4,0,0.1,20
138598,07/19/2017,2018-03-24 09:49:00,MANHATTAN,10027.0,40.80897,-73.94833,"(40.80897, -73.94833)",7 AVENUE                        ,WEST 125 STREET,,1,0,1,0,0,0,0,0,,,,,,3714668,,,,,,2017-07-19,2017,7,2,9,0,0,0,0,0,1,0,0,0,1,1,1,1,0,5,2,0,0.1,20
8961,02/11/2018,2018-03-24 20:56:00,QUEENS,11432.0,40.70802,-73.80175,"(40.70802, -73.80175)",,,160-01    HILLSIDE AVENUE               ,1,0,1,0,0,0,0,0,,,,,,3844848,,,,,,2018-02-11,2018,2,6,20,0,0,1,0,0,0,0,0,0,0,1,1,0,1,4,2,0,0.1,20
141304,07/14/2017,2018-03-24 14:00:00,,,40.823257,-73.94293,"(40.823257, -73.94293)",WEST 145 STREET                 ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3712537,SPORT UTILITY / STATION WAGON,,,,,2017-07-14,2017,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
221438,03/13/2017,2018-03-24 19:45:00,MANHATTAN,10027.0,40.807457,-73.94570999999999,"(40.807457, -73.94571)",,,290       LENOX AVENUE                  ,1,0,1,0,0,0,0,0,Unspecified,,,,,3632419,PASSENGER VEHICLE,,,,,2017-03-13,2017,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
85787,10/10/2017,2018-03-24 13:55:00,MANHATTAN,10034.0,40.865227000000004,-73.919624,"(40.865227, -73.919624)",,,523       WEST 207 STREET               ,1,0,1,0,0,0,0,0,Unspecified,,,,,3766844,PASSENGER VEHICLE,,,,,2017-10-10,2017,10,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
37565,12/22/2017,2018-03-24 13:30:00,,,40.7616,-73.96865,"(40.7616, -73.96865)",EAST 58 STREET                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,3815384,TAXI,BICYCLE,,,,2017-12-22,2017,12,4,13,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,2,0,0.1,20
465340,02/11/2016,2018-03-24 11:45:00,BROOKLYN,11205.0,40.693119200000005,-73.968811,"(40.6931192, -73.968811)",MYRTLE AVENUE                   ,CLINTON AVENUE                  ,,1,0,0,0,1,0,0,0,Lost Consciousness,Driver Inattention/Distraction,Unspecified,,,3389623,PASSENGER VEHICLE,BICYCLE,UNKNOWN,,,2016-02-11,2016,2,3,11,0,1,1,0,0,1,0,0,0,0,0,1,0,0,4,2,0,0.1,20
9074,02/11/2018,2018-03-24 06:00:00,,,40.813373999999996,-73.956276,"(40.813374, -73.956276)",AMSTERDAM AVENUE                ,,,1,0,1,0,0,0,0,0,,,,,,3848979,,,,,,2018-02-11,2018,2,6,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0.1,20
466892,02/09/2016,2018-03-24 06:35:00,BRONX,10472.0,40.8289768,-73.8764022,"(40.8289768, -73.8764022)",WESTCHESTER AVENUE              ,MANOR AVENUE                    ,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3386128,VAN,,,,,2016-02-09,2016,2,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0.1,20
81358,10/17/2017,2018-03-24 10:45:00,BROOKLYN,11216.0,40.676871999999996,-73.94985,"(40.676872, -73.94985)",DEAN STREET                     ,NOSTRAND AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3782490,PASSENGER VEHICLE,,,,,2017-10-17,2017,10,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0.1,20
12332,02/05/2018,2018-03-24 16:40:00,BRONX,10453.0,40.853813,-73.90734,"(40.853813, -73.90734)",JEROME AVENUE                   ,WEST BURNSIDE AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3841000,SPORT UTILITY / STATION WAGON,,,,,2018-02-05,2018,2,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0.1,20
500218,12/14/2015,2018-03-24 19:34:00,BROOKLYN,11215.0,40.6673741,-73.98780529999999,"(40.6673741, -73.9878053)",5 AVENUE                        ,12 STREET                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3353568,SPORT UTILITY / STATION WAGON,BICYCLE,,,,2015-12-14,2015,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
73218,10/30/2017,2018-03-24 08:30:00,BROOKLYN,11211.0,40.714577,-73.943825,"(40.714577, -73.943825)",,,754       METROPOLITAN AVENUE           ,1,0,1,0,0,0,0,0,Unspecified,,,,,3780268,PASSENGER VEHICLE,,,,,2017-10-30,2017,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
373401,07/11/2016,2018-03-24 07:15:00,MANHATTAN,10027.0,40.8104489,-73.9528324,"(40.8104489, -73.9528324)",                                ,                                ,285 SAINT NICHOLAS AVENUE               ,1,0,1,0,0,0,0,0,Unspecified,,,,,3479667,PASSENGER VEHICLE,,,,,2016-07-11,2016,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
486433,01/07/2016,2018-03-24 18:41:00,MANHATTAN,10075.0,40.7707099,-73.95093270000001,"(40.7707099, -73.9509327)",YORK AVENUE                     ,EAST 78 STREET                  ,,0,1,0,1,0,0,0,0,Unspecified,,,,,3366455,SPORT UTILITY / STATION WAGON,,,,,2016-01-07,2016,1,3,18,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,0,2,0.1,20
494916,12/22/2015,2018-03-24 19:45:00,QUEENS,11432.0,40.7037516,-73.7991488,"(40.7037516, -73.7991488)",JAMAICA AVENUE                  ,160 STREET                      ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3358226,SPORT UTILITY / STATION WAGON,,,,,2015-12-22,2015,12,1,19,1,0,1,0,0,1,0,0,0,0,0,1,1,1,6,2,0,0.1,20
12463,02/05/2018,2018-03-24 19:55:00,QUEENS,11373.0,40.73646,-73.86576,"(40.73646, -73.86576)",,,57-18     JUNCTION BOULEVARD            ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3841260,PASSENGER VEHICLE,,,,,2018-02-05,2018,2,0,19,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,2,0,0.1,20
61694,11/16/2017,2018-03-24 22:11:00,BROOKLYN,11220.0,40.636635,-74.00838,"(40.636635, -74.00838)",58 STREET                       ,8 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3792539,SPORT UTILITY / STATION WAGON,,,,,2017-11-16,2017,11,3,22,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,0,0.1,20
612184,06/16/2015,2018-03-24 12:50:00,BROOKLYN,11212.0,40.6695476,-73.9116642,"(40.6695476, -73.9116642)",CHESTER STREET                  ,PITKIN AVENUE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3240680,PASSENGER VEHICLE,,,,,2015-06-16,2015,6,1,12,0,0,0,0,0,1,0,0,1,0,1,1,0,1,5,2,0,0.1,20
262698,12/30/2016,2018-03-24 15:00:00,BRONX,10467.0,40.8654483,-73.86634129999999,"(40.8654483, -73.8663413)",ALLERTON AVENUE                 ,CRUGER AVENUE,,1,0,1,0,0,0,0,0,Other Vehicular,,,,,3590852,PASSENGER VEHICLE,,,,,2016-12-30,2016,12,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0.1,20
49720,12/05/2017,2018-03-24 06:35:00,,,40.766166999999996,-73.954254,"(40.766167, -73.954254)",EAST 71 STREET                  ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3803694,SPORT UTILITY / STATION WAGON,,,,,2017-12-05,2017,12,1,6,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,2,0,0.1,20
25270,01/13/2018,2018-03-24 23:25:00,BROOKLYN,11201.0,40.68987,-73.988304,"(40.68987, -73.988304)",SCHERMERHORN STREET             ,SMITH STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3828364,PASSENGER VEHICLE,BICYCLE,,,,2018-01-13,2018,1,5,23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0.1,20
13904,02/02/2018,2018-03-24 14:50:00,MANHATTAN,10039.0,40.821636,-73.93909000000001,"(40.821636, -73.93909)",7 AVENUE                        ,WEST 145 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3840348,PASSENGER VEHICLE,,,,,2018-02-02,2018,2,4,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,0,0.1,20
404086,05/23/2016,2018-03-24 00:00:00,MANHATTAN,10035.0,40.7966809,-73.9349137,"(40.7966809, -73.9349137)",EAST 117 STREET                 ,1 AVENUE                        ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3448604,,,,,,2016-05-23,2016,5,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4,2,0,0.1,20
1033505,06/04/2013,2018-03-24 16:00:00,BROOKLYN,11201.0,40.6903454,-73.9920525,"(40.6903454, -73.9920525)",STATE STREET                    ,COURT STREET                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,189738,PASSENGER VEHICLE,,,,,2013-06-04,2013,6,1,16,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,2,0,0.1,20
263584,12/29/2016,2018-03-24 09:14:00,MANHATTAN,10036.0,40.759626000000004,-73.9954735,"(40.759626, -73.9954735)",WEST 42 STREET                  ,10 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3589016,,,,,,2016-12-29,2016,12,3,9,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4,2,0,0.1,20
436383,04/02/2016,2018-03-24 19:55:00,MANHATTAN,10040.0,40.865412299999996,-73.9274746,"(40.8654123, -73.9274746)",                                ,                                ,4752 BROADWAY                           ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3410771,PASSENGER VEHICLE,,,,,2016-04-02,2016,4,5,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0.1,20
432912,04/07/2016,2018-03-24 11:15:00,MANHATTAN,10022.0,40.757951500000004,-73.96319659999999,"(40.7579515, -73.9631966)",                                ,                                ,1031 FIRST AVE                          ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3407765,BICYCLE,PASSENGER VEHICLE,,,,2016-04-07,2016,4,3,11,0,0,1,0,0,0,0,0,1,0,1,1,0,1,5,2,0,0.1,20
417915,05/02/2016,2018-03-24 12:55:00,MANHATTAN,10021.0,40.7697535,-73.9545761,"(40.7697535, -73.9545761)",EAST 75 STREET                  ,1 AVENUE                        ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3437390,PASSENGER VEHICLE,BICYCLE,,,,2016-05-02,2016,5,0,12,0,0,1,0,0,1,0,0,1,0,1,1,1,0,6,2,0,0.1,20
22006,01/18/2018,2018-03-24 10:43:00,,,40.60954,-73.956505,"(40.60954, -73.956505)",KINGS HIGHWAY                   ,,,2,0,1,0,0,0,1,0,Tire Failure/Inadequate,,,,,3831121,PASSENGER VEHICLE,,,,,2018-01-18,2018,1,3,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,4,0,0.1,20
233056,02/21/2017,2018-03-24 21:15:00,BROOKLYN,11213.0,40.665572999999995,-73.93141999999999,"(40.665573, -73.93142)",,,369       UTICA AVENUE                  ,1,0,1,0,0,0,0,0,Unspecified,,,,,3632968,SPORT UTILITY / STATION WAGON,,,,,2017-02-21,2017,2,1,21,1,0,1,0,0,0,0,0,0,0,1,1,0,1,5,2,0,0.1,20
112266,08/30/2017,2018-03-24 16:00:00,BROOKLYN,11211.0,40.711535999999995,-73.94494,"(40.711536, -73.94494)",,,690       GRAND STREET                  ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,,,,3742923,BICYCLE,PASSENGER VEHICLE,,,,2017-08-30,2017,8,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
145206,07/08/2017,2018-03-24 14:45:00,BROOKLYN,11217.0,40.687634,-73.97833,"(40.687634, -73.97833)",,,250       ASHLAND PLACE                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3706960,BICYCLE,PASSENGER VEHICLE,,,,2017-07-08,2017,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0.1,20
252664,01/17/2017,2018-03-24 22:27:00,BROOKLYN,11210.0,40.631707500000005,-73.946481,"(40.6317075, -73.946481)",AVENUE H                        ,FLATBUSH AVENUE,,1,0,1,0,0,0,0,0,Turning Improperly,,,,,3600439,SPORT UTILITY / STATION WAGON,,,,,2017-01-17,2017,1,1,22,1,0,1,1,0,1,0,0,0,1,0,1,0,0,6,2,0,0.1,20
515444,11/19/2015,2018-03-24 17:45:00,BROOKLYN,11205.0,40.699090399999996,-73.956074,"(40.6990904, -73.956074)",FLUSHING AVENUE                 ,SPENCER STREET                  ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3338283,SPORT UTILITY / STATION WAGON,BICYCLE,,,,2015-11-19,2015,11,3,17,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,0,0.1,20
112146,08/30/2017,2018-03-24 13:30:00,BROOKLYN,11210.0,40.633682,-73.94775,"(40.633682, -73.94775)",,,2119      NOSTRAND AVENUE               ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3740626,PASSENGER VEHICLE,,,,,2017-08-30,2017,8,2,13,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,2,0,0.1,20
223433,03/09/2017,2018-03-24 11:30:00,QUEENS,11103.0,40.76502,-73.9174,"(40.76502, -73.9174)",36 STREET                       ,30 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3629389,PASSENGER VEHICLE,,,,,2017-03-09,2017,3,3,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0.1,20
479170,01/19/2016,2018-03-24 11:34:00,BRONX,10452.0,40.84022589999999,-73.9176827,"(40.8402259, -73.9176827)",EAST 170 STREET                 ,JEROME AVENUE                   ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3374003,SPORT UTILITY / STATION WAGON,,,,,2016-01-19,2016,1,1,11,1,0,1,0,0,1,0,1,1,0,0,1,0,1,7,2,0,0.1,20
311179,10/15/2016,2018-03-24 17:10:00,BROOKLYN,11226.0,40.6508561,-73.94859190000001,"(40.6508561, -73.9485919)",CHURCH AVENUE                   ,EAST 31 STREET,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3542954,PASSENGER VEHICLE,,,,,2016-10-15,2016,10,5,17,0,0,0,1,0,0,0,0,1,0,1,1,0,1,5,2,0,0.1,20
508447,12/01/2015,2018-03-24 21:09:00,MANHATTAN,10075.0,40.7726551,-73.9555525,"(40.7726551, -73.9555525)",EAST 78 STREET                  ,2 AVENUE                        ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3345130,LIVERY VEHICLE,,,,,2015-12-01,2015,12,1,21,0,0,1,0,0,0,0,0,1,0,1,1,0,1,5,2,0,0.1,20
212882,03/27/2017,2018-03-24 09:30:00,MANHATTAN,10038.0,40.713734,-73.99804,"(40.713734, -73.99804)",EAST BROADWAY                   ,CHATHAM SQUARE,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,3640225,SPORT UTILITY / STATION WAGON,,,,,2017-03-27,2017,3,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0.1,20
263366,12/29/2016,2018-03-24 18:00:00,MANHATTAN,10026.0,40.8026895,-73.9526176,"(40.8026895, -73.9526176)",,,110       SAINT NICHOLAS AVENUE         ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3589226,PASSENGER VEHICLE,,,,,2016-12-29,2016,12,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,20
21131,01/20/2018,2018-03-24 18:15:00,BROOKLYN,11230.0,40.62508,-73.962326,"(40.62508, -73.962326)",AVENUE J                        ,EAST 14 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3832217,BICYCLE,SPORT UTILITY / STATION WAGON,,,,2018-01-20,2018,1,5,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0.1,20
69606,11/04/2017,2018-03-24 04:37:00,BROOKLYN,11211.0,40.710537,-73.95928,"(40.710537, -73.95928)",,,225       SOUTH 4 STREET                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3785561,SPORT UTILITY / STATION WAGON,BICYCLE,,,,2017-11-04,2017,11,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0.1,20
302938,10/28/2016,2018-03-24 22:10:00,BROOKLYN,11216.0,40.6800886,-73.9439725,"(40.6800886, -73.9439725)",BROOKLYN AVENUE                 ,FULTON STREET,,1,0,1,0,0,0,0,0,,,,,,3557432,,,,,,2016-10-28,2016,10,4,22,0,0,1,1,0,1,0,0,1,0,0,1,1,1,7,2,0,0.1,20
506457,12/04/2015,2018-03-24 22:00:00,BRONX,10454.0,40.808432200000006,-73.9233717,"(40.8084322, -73.9233717)",WILLIS AVENUE                   ,EAST 137 STREET                 ,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3347131,SPORT UTILITY / STATION WAGON,BICYCLE,,,,2015-12-04,2015,12,4,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0.1,20
484176,01/11/2016,2018-03-24 17:50:00,QUEENS,11372.0,40.7468448,-73.8914308,"(40.7468448, -73.8914308)",ROOSEVELT AVENUE                ,74 STREET                       ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3369729,PASSENGER VEHICLE,,,,,2016-01-11,2016,1,0,17,1,0,1,1,0,0,0,1,1,0,1,1,0,1,8,2,0,0.1,20
363794,07/25/2016,2018-03-24 18:45:00,MANHATTAN,10031.0,40.8259047,-73.9471161,"(40.8259047, -73.9471161)",WEST 146 STREET                 ,AMSTERDAM AVENUE                ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489294,PASSENGER VEHICLE,BICYCLE,,,,2016-07-25,2016,7,0,18,1,1,0,0,0,1,0,0,1,0,0,0,0,0,4,2,0,0.1,20
362287,07/27/2016,2018-03-24 16:30:00,QUEENS,11368.0,40.74926370000001,-73.86845840000001,"(40.7492637, -73.8684584)",ROOSEVELT AVENUE                ,97 STREET                       ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489827,PASSENGER VEHICLE,BICYCLE,,,,2016-07-27,2016,7,2,16,1,0,1,1,0,0,0,1,1,0,0,1,0,1,7,2,0,0.1,20
526379,11/01/2015,2018-03-24 10:52:00,BROOKLYN,11226.0,40.6408847,-73.9494859,"(40.6408847, -73.9494859)",AVENUE D                        ,EAST 29 STREET                  ,,0,1,0,1,0,0,0,0,Unspecified,,,,,3354170,SPORT UTILITY / STATION WAGON,,,,,2015-11-01,2015,11,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0.1,20
85511,10/11/2017,2018-03-24 07:50:00,MANHATTAN,10028.0,40.776875,-73.94938,"(40.776875, -73.94938)",1 AVENUE                        ,EAST 86 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3771509,BICYCLE,,,,,2017-10-11,2017,10,2,7,0,0,1,0,0,0,1,0,1,1,1,1,0,0,6,2,0,0.1,20
49325,12/05/2017,2018-03-24 14:30:00,,,40.74184,-73.88101,"(40.74184, -73.88101)",45 AVENUE                       ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3805053,PASSENGER VEHICLE,,,,,2017-12-05,2017,12,1,14,0,1,0,1,0,0,0,1,1,0,1,1,1,1,8,2,0,0.1,20
1001989,07/28/2013,2018-03-24 20:30:00,BROOKLYN,11225.0,40.6627363,-73.9571216,"(40.6627363, -73.9571216)",STERLING STREET                 ,BEDFORD AVENUE                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,154483,PASSENGER VEHICLE,BICYCLE,,,,2013-07-28,2013,7,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.1,20
316973,10/06/2016,2018-03-24 16:10:00,QUEENS,11106.0,40.761599600000004,-73.9245879,"(40.7615996, -73.9245879)",BROADWAY                        ,32 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3536005,TAXI,,,,,2016-10-06,2016,10,3,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0.1,20
29116,01/07/2018,2018-03-24 19:05:00,MANHATTAN,10012.0,40.725429999999996,-73.99678,"(40.72543, -73.99678)",EAST HOUSTON STREET             ,BROADWAY,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3830643,PASSENGER VEHICLE,,,,,2018-01-07,2018,1,6,19,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2,0,0.1,20
277614,12/06/2016,2018-03-24 18:12:00,BRONX,10455.0,40.8160641,-73.91764029999999,"(40.8160641, -73.9176403)",3 AVENUE                        ,EAST 149 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3574722,,,,,,2016-12-06,2016,12,1,18,1,0,1,0,0,0,0,0,1,0,1,1,1,1,7,2,0,0.1,20
290935,11/15/2016,2018-03-24 12:11:00,QUEENS,11372.0,40.749062,-73.8908172,"(40.749062, -73.8908172)",75 STREET                       ,37 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3561473,SPORT UTILITY / STATION WAGON,,,,,2016-11-15,2016,11,1,12,0,0,0,1,0,0,0,1,1,0,1,0,0,1,5,2,0,0.1,20
423386,04/22/2016,2018-03-24 17:06:00,MANHATTAN,10011.0,40.739751399999996,-74.0025224,"(40.7397514, -74.0025224)",WEST 14 STREET                  ,8 AVENUE                        ,                                        ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3406065,PASSENGER VEHICLE,,,,,2016-04-22,2016,4,4,17,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0.1,20
